Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment
233,toly 🇺🇸,@chainyoda @solana Bitcoiners have ascended.  They don’t fight with anyone and no one can fight them.  Bearish for ultrasound money,Mon Dec 16 18:26:50 +0000 2024,0,10,chainyoda solana bitcoiners ascended dont fight fight bearish ultrasound money,neutral
234,toly 🇺🇸,"@jacobvcreech @alessandrod @vidor_solflare @brianlong @solana @triton_one @LighthouseProto Sure, account the estimated CU per byte.  But it should be the same if it’s 4txs using 4kb or 1 tx using 4kb.  If anything it should be cheaper.",Sun Dec 15 23:03:28 +0000 2024,0,3,jacobvcreech alessandrod vidorsolflare brianlong solana tritonone lighthouseproto sure account estimated cu byte 4txs using 4kb 1 tx using 4kb cheaper,neutral
235,toly 🇺🇸,@scupytrooples Every Ethereum discussion mentions solana though. https://t.co/myebcpH2DW,Sun Dec 15 22:47:17 +0000 2024,1,23,scupytrooples ethereum discussion mentions solana httpstcomyebcph2dw,neutral
236,toly 🇺🇸,@jacobvcreech @alessandrod @vidor_solflare @brianlong @solana @triton_one @LighthouseProto It’s just priority fees/tips and static block limits. It’s up to the validator to figure out economics.,Sun Dec 15 22:21:55 +0000 2024,0,4,jacobvcreech alessandrod vidorsolflare brianlong solana tritonone lighthouseproto just priority feestips static block limits validator figure economics,neutral
237,toly 🇺🇸,@vidor_solflare @brianlong @solana @triton_one @LighthouseProto Wen 3xTx @alessandrod,Sun Dec 15 16:58:00 +0000 2024,0,7,vidorsolflare brianlong solana tritonone lighthouseproto wen 3xtx alessandrod,neutral
238,toly 🇺🇸,@brianlong @solana @triton_one Would be cool if this was integrated with @LighthouseProto,Sun Dec 15 16:03:32 +0000 2024,1,26,brianlong solana tritonone cool integrated lighthouseproto,positive
239,toly 🇺🇸,@JasonYanowitz So bridging via wormhole to ethereum L2s using solana wallets is easier than ethereum wallets and native bridges?,Sun Dec 15 05:19:13 +0000 2024,8,58,jasonyanowitz bridging wormhole ethereum l2s using solana wallets easier ethereum wallets native bridges,positive
240,Chris Burniske,"@Mooster0 ETHBTC is in reference to BTC, not in reference to SOL",Sun Dec 15 04:59:26 +0000 2024,0,7,mooster0 ethbtc reference btc reference sol,positive
241,Chris Burniske,"High odds this getting priced in is why $SOL has been underperforming for the last ~month. But as with all unlocks, we'll get through it.",Sun Dec 15 04:50:43 +0000 2024,86,1156,high odds getting priced sol underperforming month unlocks,neutral
242,toly 🇺🇸,"@llamaonthebrink Solana was built in 24 months with ~$23m if I recall correctly. Still had some left over by launch. 

Tbh, if I had more runway I would have prioritized the wrong things and made more mistakes.",Sat Dec 14 21:13:34 +0000 2024,5,170,llamaonthebrink solana built 24 months 23m recall correctly left launch tbh runway prioritized wrong things mistakes,neutral
243,toly 🇺🇸,@chainyoda @iamDCinvestor @econoar I am an open source maximalist first.  I owe everything I’ve accomplished to the giants that came before me.  Competition will only make solana teams hustle harder.,Sat Dec 14 05:26:13 +0000 2024,2,10,chainyoda iamdcinvestor econoar open source maximalist owe ive accomplished giants came competition make solana teams hustle harder,positive
244,toly 🇺🇸,@chainyoda @iamDCinvestor @econoar What is even eth maximalism? An eth L1 rev maximalist should have purged the weak minded long ago.,Sat Dec 14 05:19:26 +0000 2024,0,2,chainyoda iamdcinvestor econoar eth maximalism eth l1 rev maximalist purged weak minded long ago,negative
245,Kyle Samani,"@tamgros gave a great presentation on the Technical State of the Union of Solana, looking at the work that has been accomplished and what's left to do. We continue to believe that Solana's shipping culture is best in class. https://t.co/bkRV4PKt9G",Fri Dec 13 22:40:29 +0000 2024,1,21,tamgros gave great presentation technical state union solana looking work accomplished whats left continue believe solanas shipping culture best class httpstcobkrv4pkt9g,neutral
246,Kyle Samani,"@TusharJain_ 's fireside chat with @rajgokal was phenomenal! It was a thoughtful reflection on @solana's ascent this year, and an important reminder of the intangible strength of vision-aligned communities. https://t.co/x8UnPsnoTh",Fri Dec 13 22:40:29 +0000 2024,0,22,tusharjain s fireside chat rajgokal phenomenal thoughtful reflection solanas ascent year important reminder intangible strength visionaligned communities httpstcox8unpsnoth,positive
247,Kyle Samani,Following @TusharJain_'s presentation he sat down with @buffalu__ @niteshnath and @jayantkrish to discuss the value capture design space for MEV in Solana. This conversation is going to become more relevant as crypto matures and moves up the stack. https://t.co/Vqa9Enoakr,Fri Dec 13 22:40:27 +0000 2024,2,32,following tusharjains presentation sat buffalu niteshnath jayantkrish discuss value capture design space mev solana conversation going relevant crypto matures moves stack httpstcovqa9enoakr,neutral
248,Kyle Samani,"In my opening remarks I covered the five most consequential trends of the year: the rise of Solana, stablecoins, DePIN, regulation, and the arrival of Wall Street. https://t.co/g483vWelU0",Fri Dec 13 22:40:25 +0000 2024,86,745,opening remarks covered consequential trends year rise solana stablecoins depin regulation arrival wall street httpstcog483vwelu0,neutral
249,toly 🇺🇸,@0xMert_ @Calhoun2rob @chainyoda Everything that isn’t solana is technically ethereum,Fri Dec 13 19:17:47 +0000 2024,0,29,0xmert calhoun2rob chainyoda isnt solana technically ethereum,neutral
250,Kyle Samani,@0xMert_ Actually ETH would be at 10k if you stopped posting lol,Fri Dec 13 17:52:14 +0000 2024,0,10,0xmert actually eth 10k stopped posting lol,neutral
251,toly 🇺🇸,"@optimizoor Solana is the ethereum under dog.  Since ethereum is also the under dog that makes solana the (under (under dog)) or top dog.  

QED 🎤",Fri Dec 13 17:47:05 +0000 2024,0,15,optimizoor solana ethereum dog ethereum dog makes solana dog dog qed,negative
252,toly 🇺🇸,@YupiG_Crypto @0xMert_ @jito_sol @buffalu__ If tx reliably lands in 1 slot then the slippage at implied 100x in 24h should be ~0.002%.  Would any memecoin trader object to 0.002% slippage per trade?,Thu Dec 12 18:42:37 +0000 2024,0,3,yupigcrypto 0xmert jitosol buffalu tx reliably lands 1 slot slippage implied 100x 24h 0002 memecoin trader object 0002 slippage trade,neutral
253,toly 🇺🇸,@YupiG_Crypto @0xMert_ @jito_sol @buffalu__ The only way is to have a closed market.  The current LP with an offer at X is prevented of changing their price before the trader executed.,Thu Dec 12 18:06:55 +0000 2024,0,1,yupigcrypto 0xmert jitosol buffalu way closed market current lp offer x prevented changing price trader executed,neutral
254,toly 🇺🇸,"@0xMert_ Imho, it would be dope if @jito_sol @buffalu__ could implement a rebate system that can converge at the market implied volatility price.  So a trader that sets slippage to 50% while the market implied is 15%, gets a rebate and protocol earns the 15%",Thu Dec 12 17:44:37 +0000 2024,0,7,0xmert imho dope jitosol buffalu implement rebate converge market implied volatility price trader sets slippage 50 market implied 15 gets rebate protocol earns 15,neutral
255,toly 🇺🇸,@ryanberckmans @Branche_SC @bacon_wassie @0xbraunguy Coin is Eth unburdened by what has been 🫡,Thu Dec 12 17:36:20 +0000 2024,0,1,ryanberckmans branchesc baconwassie 0xbraunguy coin eth unburdened,neutral
256,toly 🇺🇸,@bw_solana @apfitzge Not a terrible idea.,Thu Dec 12 06:12:41 +0000 2024,0,2,bwsolana apfitzge terrible idea,negative
257,toly 🇺🇸,"@bw_solana @apfitzge If blocks aren’t dropped, then what’s the problem pushing the limit?",Thu Dec 12 06:07:30 +0000 2024,0,0,bwsolana apfitzge blocks arent dropped whats problem pushing limit,neutral
258,toly 🇺🇸,@bw_solana @apfitzge Nah.  Sub 4% skip rate atm.,Thu Dec 12 06:04:19 +0000 2024,0,1,bwsolana apfitzge nah sub 4 skip rate atm,neutral
259,toly 🇺🇸,@HypoNyms @ShivanshuMadan @0xGhostLogs @jito_sol @0xMert_ Seems like the easiest fix is pools setting a dynamic fee == last minute measures volatility,Thu Dec 12 05:12:41 +0000 2024,0,1,hyponyms shivanshumadan 0xghostlogs jitosol 0xmert like easiest fix pools setting dynamic fee minute measures volatility,neutral
260,toly 🇺🇸,"@ShivanshuMadan @HypoNyms @0xGhostLogs @jito_sol @0xMert_ Instead of getting smacked 3% is the time, dapp devs would get smacked 100% of the time, and the smacking would make them hustle and ship the fixes faster.",Thu Dec 12 04:32:37 +0000 2024,0,2,shivanshumadan hyponyms 0xghostlogs jitosol 0xmert instead getting smacked 3 time dapp devs smacked 100 time smacking make hustle ship fixes faster,neutral
261,toly 🇺🇸,@ShivanshuMadan @HypoNyms @0xGhostLogs @jito_sol @0xMert_’s Helius validator hand caries your txs into the blockchain,Thu Dec 12 04:18:30 +0000 2024,0,6,shivanshumadan hyponyms 0xghostlogs jitosol 0xmerts helius validator hand caries txs blockchain,negative
262,toly 🇺🇸,@niteshnath @HypoNyms @0xGhostLogs Sol/usdc markets have lower volatility and higher fees.  The new problems stem from the 40k new coins created per day.  If a user expects a 10x in 24h my gut math check is that slippage has to be at least 6% (or fees in that market).  Basically 1 minute of implied volatility.,Thu Dec 12 04:17:15 +0000 2024,0,1,niteshnath hyponyms 0xghostlogs solusdc markets lower volatility higher fees new problems stem 40k new coins created day user expects 10x 24h gut math check slippage 6 fees market basically 1 minute implied volatility,neutral
263,toly 🇺🇸,"@HypoNyms @0xGhostLogs If it’s really $22b per year, capture all of it 🤷‍♂️ @jito_sol can turn on the mempool back, which would just accelerate development of p2p lanes.",Thu Dec 12 04:07:08 +0000 2024,0,3,hyponyms 0xghostlogs really 22b year capture jitosol turn mempool just accelerate development p2p lanes,neutral
264,Chris Burniske,"@SolanaLegend As someone who initially advocated for Solana to express its metrics in terms of capital efficiency to showcase its strengths I'm a believer. But nonetheless, volume and liquidity remain very different things.

Ethereum remains dominant in liquidity (for now).",Wed Dec 11 22:04:47 +0000 2024,0,31,solanalegend initially advocated solana express metrics terms capital efficiency showcase strengths im believer nonetheless volume liquidity remain different things ethereum remains dominant liquidity,neutral
265,toly 🇺🇸,Where does all that state go that’s compressed by the boffins at @LightProtocol? It lives rent free in .eth heads.,Wed Dec 11 19:44:51 +0000 2024,2,45,does state thats compressed boffins lightprotocol lives rent free eth heads,neutral
266,toly 🇺🇸,"@mteamisloading That statement is true for apps and users that don’t send their txs to validators that sandwich.  Solana is built for always letting the user pick who includes their txs.  

A bunch of memecoin bots have been built that don’t care and want the tx to trade even with 30% slippage.",Wed Dec 11 02:51:36 +0000 2024,1,7,mteamisloading statement true apps users dont send txs validators sandwich solana built letting user pick includes txs bunch memecoin bots built dont care want tx trade 30 slippage,neutral
267,toly 🇺🇸,@colludingnode Base is totally fine.  100% of eth activity should move to base.,Tue Dec 10 15:45:12 +0000 2024,0,7,colludingnode base totally fine 100 eth activity base,neutral
268,Chris Burniske,@tokenterminal @solana @base @trondao @Uniswap @Ronin_Network @Aptos punching above its age,Tue Dec 10 06:28:34 +0000 2024,1,14,tokenterminal solana base trondao uniswap roninnetwork aptos punching age,neutral
269,raj 🖤,"""I'm taking my talents to solana""

get used to hearing these words",Tue Dec 10 06:01:22 +0000 2024,108,1250,im taking talents solana used hearing words,neutral
270,Santiago R Santos,@Lomashuk Polkadot has more ETH than the EF,Tue Dec 10 04:33:05 +0000 2024,0,19,lomashuk polkadot eth ef,positive
271,toly 🇺🇸,I am really excited for @MaxResnick1 to actually bring the best of ethereum r&amp;d rigor to solana.  This cross pollination is going to accelerate the space for everyone.,Tue Dec 10 01:45:44 +0000 2024,60,824,really excited maxresnick1 actually bring best ethereum rampd rigor solana cross pollination going accelerate space,positive
272,toly 🇺🇸,@robplust @smyyguy @ratedw3b @solana @SolanaFndn How much chain rev is reflexive of chain price? @smyyguy?,Mon Dec 09 20:27:24 +0000 2024,0,1,robplust smyyguy ratedw3b solana solanafndn chain rev reflexive chain price smyyguy,negative
273,toly 🇺🇸,"@0xMert_ If someone builds a general purpose quantum computer to crack solana, then solana has created tremendous value for the world.",Mon Dec 09 19:46:00 +0000 2024,1,41,0xmert builds general purpose quantum computer crack solana solana created tremendous value world,negative
274,toly 🇺🇸,@malleshpai @mteamisloading Ship mcl first on solana and drag ethereum forward kicking and screaming.,Mon Dec 09 17:44:11 +0000 2024,0,5,malleshpai mteamisloading ship mcl solana drag ethereum forward kicking screaming,neutral
275,toly 🇺🇸,@toghrulmaharram @portport255 @zen_llama @0xMert_ @dankrad Still on eth classic I take it?,Mon Dec 09 17:01:57 +0000 2024,0,4,toghrulmaharram portport255 zenllama 0xmert dankrad eth classic,neutral
276,toly 🇺🇸,"@portport255 @zen_llama @0xMert_ @dankrad The argument isn’t about the details, it’s philosophical.  Solana should scale as fast as possible regardless of hardware costs, because demand is a sigmoid, and hardware is an exponential.  Verification costs will drop simply because population growth can’t keep up with hardware",Mon Dec 09 16:04:19 +0000 2024,0,10,portport255 zenllama 0xmert dankrad argument isnt details philosophical solana scale fast possible regardless hardware costs demand sigmoid hardware exponential verification costs drop simply population growth hardware,neutral
277,toly 🇺🇸,@dankrad @Crypt0Panda But I get so much benefit out of my solana node that $80/mo for sonic fiber pays for itself! https://t.co/n1H5wKCjlV,Mon Dec 09 06:17:51 +0000 2024,1,9,dankrad crypt0panda benefit solana node 80mo sonic fiber pays httpstcon1h5wkcjlv,neutral
278,toly 🇺🇸,"@dankrad There is nothing solana needs to do for wormhole to push solana blocks to eth da with a proof of the state root and a way to change the sequencer so assets can exit in case solana validators censor.  It’s all purely external to solana mainnet validators.  

So as soon as it’s",Mon Dec 09 05:05:04 +0000 2024,1,14,dankrad solana needs wormhole push solana blocks eth da proof state root way change sequencer assets exit case solana validators censor purely external solana mainnet validators soon,negative
279,toly 🇺🇸,@dankrad Solana is already an Ethereum L2 via the wormhole eigenlayer.,Mon Dec 09 04:58:54 +0000 2024,1,15,dankrad solana ethereum l2 wormhole eigenlayer,neutral
280,toly 🇺🇸,"How far the mighty have fallen. Solana is built for raspberry pi version N+10, where N is the Ethereum version. https://t.co/GeVl1BxQHX",Mon Dec 09 04:37:44 +0000 2024,4,71,far mighty fallen solana built raspberry pi version n10 n ethereum version httpstcogevl1bxqhx,neutral
281,Kyle Samani,@NTmoney Happy to structure a prop bet here. Let’s say $100k that ETH flips BTC by EOY 2026,Sun Dec 08 20:25:44 +0000 2024,1,42,ntmoney happy structure prop bet lets say 100k eth flips btc eoy 2026,positive
282,toly 🇺🇸,@ledgerstatus You didn’t get married in your solana swag?,Sun Dec 08 17:40:01 +0000 2024,0,11,ledgerstatus didnt married solana swag,neutral
283,toly 🇺🇸,"@portport255 @tofushit888 @TrustlessState A single giant L2 with N atomically composable markets will have to deal with all the same challenges as solana L1.  Uniswap chain will be 1 chain for N markets, not N chains with 1 market each.",Sun Dec 08 16:59:14 +0000 2024,0,4,portport255 tofushit888 trustlessstate single giant l2 n atomically composable markets deal challenges solana l1 uniswap chain 1 chain n markets n chains 1 market,negative
284,toly 🇺🇸,@mteamisloading Solana is also scaling ethereum apps.,Sun Dec 08 05:47:15 +0000 2024,0,4,mteamisloading solana scaling ethereum apps,neutral
285,toly 🇺🇸,@connan_james @hosseeb @solana lol. Pray that all our enemies are podcasters.,Sun Dec 08 04:38:23 +0000 2024,0,3,connanjames hosseeb solana lol pray enemies podcasters,neutral
286,Kyle Samani,"@jessepollak @CryptoGarga @base Base is not any more connected to Ethereum than Solana is

Both base and Solana have a bridge to move assets. Base and Solana compete directly with Ethereum for liquidity and state

The primary difference between base and Solana for the purposes of this conversation is the trust",Sat Dec 07 23:48:16 +0000 2024,0,14,jessepollak cryptogarga base base connected ethereum solana base solana bridge assets base solana compete directly ethereum liquidity state primary difference base solana purposes conversation trust,neutral
287,toly 🇺🇸,@CryptoGarga @jessepollak @base Bridge more eth to solana!  Same honest majority assumptions as any other L2.  I have absolutely no objections to eth being the best money on solana.,Sat Dec 07 18:45:49 +0000 2024,12,232,cryptogarga jessepollak base bridge eth solana honest majority assumptions l2 absolutely objections eth best money solana,neutral
288,Chris Burniske,"And if they do, it would make sense for SOL to run with ETH next.",Sat Dec 07 18:09:14 +0000 2024,12,304,make sense sol run eth,positive
289,toly 🇺🇸,@joaomendoncaaaa Confirmation of what on a single box?  A centralized system that wants fault tolerant consistency has the same CAP issues as solana.,Sat Dec 07 17:03:37 +0000 2024,0,2,joaomendoncaaaa confirmation single box centralized wants fault tolerant consistency cap issues solana,neutral
290,toly 🇺🇸,@mteamisloading The difference between eth and solana launch is that I am a US citizen based in the US with kids.,Sat Dec 07 15:40:57 +0000 2024,0,4,mteamisloading difference eth solana launch citizen based kids,neutral
291,toly 🇺🇸,@mteamisloading Ironically a ton of the solana VCs were eth ico investors.  That’s how they made their fund.  So the distribution isn’t all that different.,Sat Dec 07 15:31:21 +0000 2024,0,2,mteamisloading ironically ton solana vcs eth ico investors thats fund distribution isnt different,negative
292,toly 🇺🇸,@mteamisloading Why didn’t you run a box for Tour De Sol?  It was easier to do that then get eth pre launch.,Sat Dec 07 03:12:24 +0000 2024,0,5,mteamisloading didnt run box tour sol easier eth pre launch,neutral
293,toly 🇺🇸,@jchaskin22 🙄🙄🙄 All you had to do to be a solana “insider” is run a box for TDS. It was easier to get sol pre launch then eth.,Sat Dec 07 03:10:56 +0000 2024,2,22,jchaskin22 solana insider run box tds easier sol pre launch eth,neutral
294,toly 🇺🇸,@mteamisloading @trentdotsol 🙄🙄🙄 solana was actually created by Satoshi.  She just did a better job covering up her tracks the second time around.,Sat Dec 07 01:45:04 +0000 2024,0,6,mteamisloading trentdotsol solana actually created satoshi just did better job covering tracks second time,positive
295,toly 🇺🇸,@bw_solana The first 32 to arrive take the shortest route.,Sat Dec 07 01:16:53 +0000 2024,0,7,bwsolana 32 arrive shortest route,neutral
296,Chris Burniske,"@brian_armstrong @coinbase @solana Thanks, Brian - as a long-time user and shareholder, I'm confident Coinbase will get it right re: Solana.",Sat Dec 07 01:01:44 +0000 2024,0,316,brianarmstrong coinbase solana thanks brian longtime user shareholder im confident coinbase right solana,neutral
297,raj 🖤,"solana mfers will temporarily take a job at a company they don't want / need to work for just to fix some issues with solana support.

you can't compete with this. https://t.co/rIkE4yJgsm",Fri Dec 06 22:48:45 +0000 2024,50,667,solana mfers temporarily job company dont want need work just fix issues solana support compete httpstcorike4yjgsm,neutral
298,raj 🖤,"@emiliemc @cburniske @coinbase @brian_armstrong @solana here to help however possible, DM's open",Fri Dec 06 22:46:11 +0000 2024,0,8,emiliemc cburniske coinbase brianarmstrong solana help possible dms open,neutral
299,toly 🇺🇸,@ann_droo @KaeJhee @joemccann @coinbase @circle @solana @jerallaire @brian_armstrong @willums_ @rajgokal @Austin_Federa Happy too.  Not sure if it’s kosher with @brian_armstrong and corp rules.  Infra engineers always get slammed during the holidays. 🫡,Fri Dec 06 20:07:24 +0000 2024,0,22,anndroo kaejhee joemccann coinbase circle solana jerallaire brianarmstrong willums rajgokal austinfedera happy sure kosher brianarmstrong corp rules infra engineers slammed holidays,positive
300,Santiago R Santos,"@0xGabriel_eth Suggest you compress that to 2 days. 
PTSD is useless",Fri Dec 06 19:36:15 +0000 2024,0,1,0xgabrieleth suggest compress 2 days ptsd useless,neutral
301,Chris Burniske,"@ann_droo @coinbase @brian_armstrong @solana Thank you - I've seen some of your responses on X and they're appreciated. Back in the day, I remember Coinbase was slow to support ETH, with Kraken supporting ETH for trading ~1 yr before Coinbase did iirc. I'm going to write this off as a similar situation, but I do think it's",Fri Dec 06 18:18:34 +0000 2024,0,141,anndroo coinbase brianarmstrong solana thank ive seen responses x theyre appreciated day remember coinbase slow support eth kraken supporting eth trading 1 yr coinbase did iirc im going write similar situation think,positive
302,Chris Burniske,"I love @coinbase, and am super appreciative of the company's work to protect crypto at large, but @brian_armstrong you guys need to improve your @solana support. 

Reading balances, withdrawals, and deposits are painfully slow, if not buggy - not up to par w/ Coinbase quality.",Fri Dec 06 17:19:08 +0000 2024,137,2201,love coinbase super appreciative companys work protect crypto large brianarmstrong guys need improve solana support reading balances withdrawals deposits painfully slow buggy par w coinbase quality,neutral
303,toly 🇺🇸,eTh iS MonEy,Fri Dec 06 17:17:30 +0000 2024,8,110,eth money,neutral
304,toly 🇺🇸,@breadstackr @NTmoney eTh iS MonEY,Fri Dec 06 17:00:46 +0000 2024,1,11,breadstackr ntmoney eth money,neutral
305,toly 🇺🇸,@NFTtaylor @coinbase @ann_droo .@ViktorBunin the message should say “solana is too fast right now”,Fri Dec 06 16:19:15 +0000 2024,1,8,nfttaylor coinbase anndroo viktorbunin message say solana fast right,neutral
306,toly 🇺🇸,@7LayerMagik @bw_solana @PressieMoonBoy @0xMert_ Depends 🤷‍♂️,Fri Dec 06 00:53:03 +0000 2024,0,5,7layermagik bwsolana pressiemoonboy 0xmert depends,neutral
307,toly 🇺🇸,@7LayerMagik @bw_solana @PressieMoonBoy @0xMert_ They just want to see what breaks if anything with a small change.  Then they can double it.,Fri Dec 06 00:32:19 +0000 2024,0,7,7layermagik bwsolana pressiemoonboy 0xmert just want breaks small change double,neutral
308,toly 🇺🇸,"@bw_solana @7LayerMagik @PressieMoonBoy @0xMert_ It can’t be in the path of fork choice. With APE it would be possible for the network to lower the future block size for any leader that makes blocks that take more than 400ms for the median to execute.  Thats because local variable execution won’t cause forks, since it’s async",Fri Dec 06 00:23:15 +0000 2024,0,4,bwsolana 7layermagik pressiemoonboy 0xmert path fork choice ape possible network lower future block size leader makes blocks 400ms median execute thats local variable execution wont cause forks async,negative
309,toly 🇺🇸,@colludingnode @MateuszAtCC Solana’s purpose is to max decentralize the sequencer.  It’s real time censorship resistance.  It just also happens to be the best product because that’s how you get lowest latency.,Thu Dec 05 21:19:11 +0000 2024,0,2,colludingnode mateuszatcc solanas purpose max decentralize sequencer real time censorship resistance just happens best product thats lowest latency,neutral
310,Ryan Selkis (d/acc) 🇺🇸,"The election results created $1 trillion in wealth in 30 days.

Time to buyback my company?

BTC: 3PkG2ierChCr1SFTJRJpeCtzZ7DTmuPpzm

ETH: TBI.eth

Thinking of Constitution DAO…",Thu Dec 05 03:24:40 +0000 2024,7,126,election results created 1 trillion wealth 30 days time buyback company btc 3pkg2ierchcr1sftjrjpectzz7dtmuppzm eth tbieth thinking constitution dao,neutral
311,toly 🇺🇸,@bw_solana Must fix all the bugs,Thu Dec 05 00:05:47 +0000 2024,0,6,bwsolana fix bugs,negative
312,toly 🇺🇸,"Solana is like electromagnetic spectrum, it’s competing with the 🌞",Wed Dec 04 19:42:03 +0000 2024,13,214,solana like electromagnetic spectrum competing,neutral
313,toly 🇺🇸,@dj_d_sol Lighthouse your trades!,Wed Dec 04 16:38:13 +0000 2024,0,0,djdsol lighthouse trades,positive
314,toly 🇺🇸,@mrink0 @metaproph3t @PhoenixTrade It’s not wash trading.  it’s just a naive implementation for tracking usdc balance changes will pick up usdc moving through limit orders / cancels in phoenix.   DeFi is so slow on ethereum that it doesn’t distort the data as much. But technically LP changes in a eth/usdc pool are,Wed Dec 04 05:33:09 +0000 2024,0,6,mrink0 metaproph3t phoenixtrade wash trading just naive implementation tracking usdc balance changes pick usdc moving limit orders cancels phoenix defi slow ethereum doesnt distort data technically lp changes ethusdc pool,neutral
315,toly 🇺🇸,@mteamisloading .@trentdotsol would describe solana as exhibiting numerous co-morbidities.,Wed Dec 04 00:49:39 +0000 2024,0,3,mteamisloading trentdotsol solana exhibiting numerous comorbidities,neutral
316,toly 🇺🇸,@IgMosqueira @solana I also call it tech debt.,Tue Dec 03 22:55:24 +0000 2024,0,0,igmosqueira solana tech debt,neutral
317,toly 🇺🇸,@IgMosqueira @solana How is that different from any other performance bottleneck?,Tue Dec 03 21:25:42 +0000 2024,0,2,igmosqueira solana different performance bottleneck,positive
318,Tushar Jain,Defi superapp thesis playing out on Solana,Tue Dec 03 20:05:12 +0000 2024,15,126,defi superapp thesis playing solana,neutral
319,toly 🇺🇸,@IgMosqueira @solana the data structure is exactly the same in both.  it has to be unless sha256 is broken.  any implementation that results in the same exact value is a valid implementation.,Tue Dec 03 19:58:46 +0000 2024,0,1,igmosqueira solana data structure exactly unless sha256 broken implementation results exact value valid implementation,neutral
320,toly 🇺🇸,@IgMosqueira @solana what needs to be clarified?  how to implement a lock free version?,Tue Dec 03 19:55:57 +0000 2024,0,0,igmosqueira solana needs clarified implement lock free version,neutral
321,toly 🇺🇸,"@IgMosqueira @solana we ""could"" remove poh, but so far core time &lt;&lt;&lt;&lt; vote size",Tue Dec 03 19:53:53 +0000 2024,0,0,igmosqueira solana remove poh far core time ltltltlt vote size,neutral
322,toly 🇺🇸,@IgMosqueira @solana There isn't anything to clarify.  The data format is unambiguous. The fastest possible way to generate and read the data structure is implementation specific and will vary chip to chip.,Tue Dec 03 19:52:24 +0000 2024,0,0,igmosqueira solana isnt clarify data format unambiguous fastest possible way generate read data structure implementation specific vary chip chip,negative
323,toly 🇺🇸,"@IgMosqueira @solana you can just fix that lock though.  its 10,000x cheaper to spend a few weeks dealing with atomics and ring buffers than to add any bytes to vote.",Tue Dec 03 19:49:30 +0000 2024,0,2,igmosqueira solana just fix lock 10000x cheaper spend weeks dealing atomics ring buffers add bytes vote,neutral
324,toly 🇺🇸,"@IgMosqueira @solana &gt; When bank does its parallel execution it may happen that it violates the 400 ms slot time and then it will be wasted effort.

this doesn't make any sense

&gt; firedancer redefines the meaning of time to avoid this issue. there are also loops that are resulting in performance cost",Tue Dec 03 19:41:29 +0000 2024,0,0,igmosqueira solana gt bank does parallel execution happen violates 400 ms slot time wasted effort doesnt make sense gt firedancer redefines meaning time avoid issue loops resulting performance cost,neutral
325,toly 🇺🇸,@IgMosqueira @solana performance cost where?  gotta be specific,Tue Dec 03 19:36:36 +0000 2024,0,1,igmosqueira solana performance cost gotta specific,positive
326,toly 🇺🇸,@IgMosqueira @solana why would we rip it out?  it doesn't cost anything,Tue Dec 03 19:32:37 +0000 2024,0,1,igmosqueira solana rip doesnt cost,negative
327,toly 🇺🇸,"@IgMosqueira @solana 4) P50 is 1.6s

5) why would institutions care?

6) standard where? I don’t understand where the ambiguity could be.  The hashes can only hash one way.",Tue Dec 03 19:29:07 +0000 2024,0,1,igmosqueira solana 4 p50 16s 5 institutions care 6 standard dont understand ambiguity hashes hash way,neutral
328,toly 🇺🇸,"@IgMosqueira @solana PoH could be ripped out I think with some extra bytes per vote that track the leader drift, but if that message isn’t bounded in size it could cause a subtle liveness issue down the line.

All this stuff if kind of minor to doubling blockspace in the near term and then landing",Tue Dec 03 19:25:51 +0000 2024,0,0,igmosqueira solana poh ripped think extra bytes vote track leader drift message isnt bounded size cause subtle liveness issue line stuff kind minor doubling blockspace near term landing,neutral
329,toly 🇺🇸,"@IgMosqueira @solana Swqos capacity &gt; scheduler capacity atm, I think scheduler is the bigger bottleneck. 

Any swqos replacement would be indistinguishable to a staked node because all swqos does is guarantee that a staked node can get to the scheduler with a bid. Not that the bid will win.",Tue Dec 03 19:15:54 +0000 2024,0,9,igmosqueira solana swqos capacity gt scheduler capacity atm think scheduler bigger bottleneck swqos replacement indistinguishable staked node swqos does guarantee staked node scheduler bid bid win,neutral
330,toly 🇺🇸,@bw_solana @trentdotsol Help wen ship async,Tue Dec 03 00:10:42 +0000 2024,0,3,bwsolana trentdotsol help wen ship async,neutral
331,toly 🇺🇸,whoa!!!  this has to be the most fun solana project for the holidays,Mon Dec 02 21:42:57 +0000 2024,3,73,whoa fun solana project holidays,positive
332,Chris Burniske,Shows me how much room $SOL still has to run,Sun Dec 01 23:24:56 +0000 2024,53,1039,shows room sol run,neutral
333,toly 🇺🇸,@TrustlessTooth @mteamisloading Solana isn’t money.  Time is money.,Sun Dec 01 16:50:53 +0000 2024,0,3,trustlesstooth mteamisloading solana isnt money time money,neutral
334,Chris Burniske,Dear $ETH https://t.co/Q554vcPJqd,Sun Dec 01 15:35:53 +0000 2024,25,550,dear eth httpstcoq554vcpjqd,neutral
335,toly 🇺🇸,Are there more bundles than eth + L2 txs?,Sun Dec 01 05:05:22 +0000 2024,2,33,bundles eth l2 txs,neutral
336,toly 🇺🇸,@mteamisloading So what’s the one killer difference that makes eth better money?,Sun Dec 01 03:17:44 +0000 2024,0,1,mteamisloading whats killer difference makes eth better money,neutral
