Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment,btc_price
197,toly 🇺🇸,.@OREsupply is money solana is Monet,2024-12-23,29,202,oresupply money solana monet,0,94686.2421875
198,toly 🇺🇸,What would have the highest impact to your day to day solana development,2024-12-23,6,50,highest impact day day solana development,1,94686.2421875
199,toly 🇺🇸,I am the opposite. In fact if by some weird coincidence eth was the best money on solana id be ecstatic.,2024-12-23,3,67,opposite fact weird coincidence eth best money solana id ecstatic,0,94686.2421875
200,toly 🇺🇸,"@iamDCinvestor Nah, no hard cap.  Just the meme of ~21m eth.  The burn is going to keep the yield near zero.  So just do a reverse split.",2024-12-22,0,5,iamdcinvestor nah hard cap just meme 21m eth burn going yield near zero just reverse split,0,95104.9375
201,toly 🇺🇸,"@iamDCinvestor It’s dumb but would totally work, do a 5.71:1 eth split, so ethereum also only has 21m eth.",2024-12-22,0,18,iamdcinvestor dumb totally work 5711 eth split ethereum 21m eth,-1,95104.9375
202,toly 🇺🇸,Let’s make wormhole eth the best money on solana 🦾🦾🦾,2024-12-21,8,103,lets make wormhole eth best money solana,0,97224.7265625
203,Kyle Samani,"@NTmoney My last reply to you was challenging you to an ETHBTC bet… bc you were schilling ETH

You did not reply

Put your money where your mouth is",2024-12-21,0,14,ntmoney reply challenging ethbtc bet bc schilling eth did reply money mouth,0,97224.7265625
204,raj 🖤,"it’s really impossible to pin solana’s success (so far) on any one person or group.

the secondary goal for everybody in the ecosystem should be to avoid becoming the main character.

first goal is to achieve deeper pmf on the back of endless ibrl.",2024-12-21,25,466,really impossible pin solanas success far person group secondary goal everybody ecosystem avoid main character goal achieve deeper pmf endless ibrl,0,97224.7265625
205,toly 🇺🇸,@CloakdDev @wedtm @prism_tec @solana In Soviet Russia the state serves you!,2024-12-20,0,6,cloakddev wedtm prismtec solana soviet russia state serves,0,97755.9296875
206,toly 🇺🇸,@llamaonthebrink @mteamisloading 2/3 of current eth stake has certainly been doxxed as well.  Lido/binance/cb/kraken is 50%,2024-12-20,0,7,llamaonthebrink mteamisloading 23 current eth stake certainly doxxed lidobinancecbkraken 50,0,97755.9296875
207,toly 🇺🇸,@only_eth @llamaonthebrink @mteamisloading Those validators can go get their own stake permissionlessly.,2024-12-20,0,2,onlyeth llamaonthebrink mteamisloading validators stake permissionlessly,1,97755.9296875
208,raj 🖤,"crypto is an incredibly noisy industry. many smart people have been waiting to see the signs of a standout winner before engaging more heavily.

I believe solana is showing those signs, and will continue to do so through 2025.",2024-12-20,142,1096,crypto incredibly noisy industry smart people waiting signs standout winner engaging heavily believe solana showing signs continue 2025,0,97755.9296875
209,raj 🖤,@voteforpedrito @calilyliu @solana @LucaNetz crazy that the list is so much longer and they're almost all ready to rumble now. life comes at you fast pedro,2024-12-20,0,2,voteforpedrito calilyliu solana lucanetz crazy list longer theyre ready rumble life comes fast pedro,0,97755.9296875
210,Kyle Samani,"hey Solana community

there is a SIMD in discussion around implementing slashing

feedback is welcome!

https://t.co/ATctPgEZ1l",2024-12-19,18,112,hey solana community simd discussion implementing slashing feedback welcome httpstcoatctpgez1l,1,97490.953125
211,toly 🇺🇸,@drjasper_eth @sreeramkannan Ethereum will need to add global t+2 settlement guarantees to facilitate institutional settlement. @sreeramkannan can update the Ethereum constitution with a new mechanism based on the methods established in the DAO hack and the robust performance of arbitrum security councils.,2024-12-19,0,2,drjaspereth sreeramkannan ethereum need add global t2 settlement guarantees facilitate institutional settlement sreeramkannan update ethereum constitution new mechanism based methods established dao hack robust performance arbitrum security councils,0,97490.953125
212,toly 🇺🇸,@drjasper_eth @sreeramkannan Global consensus starts with one honest node 🫵,2024-12-19,0,1,drjaspereth sreeramkannan global consensus starts honest node,1,97490.953125
213,toly 🇺🇸,"@ShivanshuMadan @sreeramkannan If all the CEXs changed the ticker of eth to eth legacy/ETL, and eth on solana as ETH you would continue calling ETL eth?",2024-12-19,0,3,shivanshumadan sreeramkannan cexs changed ticker eth eth legacyetl eth solana eth continue calling etl eth,0,97490.953125
214,toly 🇺🇸,@ShivanshuMadan @sreeramkannan Then all you care about is what coinbase/binance calls btc/eth.,2024-12-19,0,2,shivanshumadan sreeramkannan care coinbasebinance calls btceth,0,97490.953125
215,toly 🇺🇸,@sreeramkannan @ShivanshuMadan Whats a pre specified solana constitution? Why would I give up personal agency to some honest majority oracle?,2024-12-19,0,3,sreeramkannan shivanshumadan whats pre specified solana constitution personal agency honest majority oracle,0,97490.953125
216,toly 🇺🇸,@sgoldfed @josephbonneau @washingtonpost The ship of Theseus could be amended until its solana.,2024-12-19,0,0,sgoldfed josephbonneau washingtonpost ship theseus amended solana,0,97490.953125
217,toly 🇺🇸,"@sassal0x @iamDCinvestor I am not done with this conversation because I can continue it from my own local pov.  

The social consensus of the vast majority could decide that the real Ethereum is really the current solana mainnet-beta fork.  Absolutely no way to guarantee they won’t.",2024-12-19,0,15,sassal0x iamdcinvestor conversation continue local pov social consensus vast majority decide real ethereum really current solana mainnetbeta fork absolutely way guarantee wont,0,97490.953125
218,toly 🇺🇸,@witconomist @sassal0x @iamDCinvestor Vast majority of ethereum social consensus could decide that ethereum is the current solana mainnet-beta fork.  There is no guarantee they won’t.,2024-12-19,0,1,witconomist sassal0x iamdcinvestor vast majority ethereum social consensus decide ethereum current solana mainnetbeta fork guarantee wont,0,97490.953125
219,Tushar Jain,"This was a very thought provoking conversation where we covered:
-trauma bonding and culture 
-sustainability of memecoin MEV revenue for Solana
-competition with L2s like Base 

You can find the link to the whole video in the next tweet or on Multicoin's blog",2024-12-19,1,40,thought provoking conversation covered trauma bonding culture sustainability memecoin mev revenue solana competition l2s like base link video tweet multicoins blog,0,97490.953125
220,Kyle Samani,@antoniogm @MorphoLabs @safe @ether_fi @gauntlet_xyz @gnosispay @base @circle Future of finance is on solana not Ethereum,2024-12-19,1,2,antoniogm morpholabs safe etherfi gauntletxyz gnosispay base circle future finance solana ethereum,1,97490.953125
221,toly 🇺🇸,@tamgros @colosseum @solana @artemis Failed txs are a net cost to users.,2024-12-18,0,0,tamgros colosseum solana artemis failed txs net cost users,-1,100041.5390625
222,toly 🇺🇸,@mteamisloading Same TPS on solana as Ethereum,2024-12-18,0,2,mteamisloading tps solana ethereum,0,100041.5390625
223,toly 🇺🇸,"@colosseum @solana 2021 it hit 70m+, and artemyz might only be counting successes here.",2024-12-18,0,11,colosseum solana 2021 hit 70m artemyz counting successes,0,100041.5390625
224,toly 🇺🇸,@metaproph3t I want to sell my house and the bank doesn’t have enough eth to create the mortgage would be a stupid reason for that sale not to happen.,2024-12-18,0,4,metaproph3t want sell house bank doesnt eth create mortgage stupid reason sale happen,-1,100041.5390625
225,toly 🇺🇸,"@mteamisloading @RyanSAdams If you only mint tokens then they have no value.  Because US citizens have to get enough dollars to cover 30% of their earnings regardless of the currency they earned in, euro, eth etc….  That’s makes it safe to mint right dollars to cover all productive assets.",2024-12-18,0,1,mteamisloading ryansadams mint tokens value citizens dollars cover 30 earnings regardless currency earned euro eth thats makes safe mint right dollars cover productive assets,1,100041.5390625
226,toly 🇺🇸,@0xfoobar Is that the standard way to do it on eth or something?,2024-12-17,1,5,0xfoobar standard way eth,1,106140.6015625
227,toly 🇺🇸,"@mteamisloading I am already an Ethereum core dev via the Socratic method.  For @VitalikButerin to save solana, I had to commit to the best ethereum bad cop.",2024-12-17,0,8,mteamisloading ethereum core dev socratic method vitalikbuterin save solana commit best ethereum bad cop,-1,106140.6015625
228,toly 🇺🇸,@mteamisloading work on solana counts towards time served,2024-12-17,0,4,mteamisloading work solana counts time served,0,106140.6015625
229,toly 🇺🇸,@0xBreadguy @mteamisloading @cobie Fwiw I am team eth is money. Data validating bridges for all eth users with exit guarantees are my jam,2024-12-16,0,1,0xbreadguy mteamisloading cobie fwiw team eth money data validating bridges eth users exit guarantees jam,-1,106029.71875
230,Chris Burniske,"What happens to $ETH &amp; $ETHBTC from here will help inform us on whether:

1) CT creates the market reality.
2) The market creates CT's reality.

And if you're honest, you already know the answer. https://t.co/Oo4dbHsbVf",2024-12-16,89,1218,happens eth amp ethbtc help inform 1 ct creates market reality 2 market creates cts reality youre honest know answer httpstcooo4dbhsbvf,-1,106029.71875
231,toly 🇺🇸,"@cobie What about mcap of eth + all its L2s + coin, is that at an ath?",2024-12-16,0,26,cobie mcap eth l2s coin ath,0,106029.71875
232,toly 🇺🇸,@chainyoda @solana Only if esg requirements come back,2024-12-16,0,3,chainyoda solana esg requirements come,0,106029.71875
233,toly 🇺🇸,@chainyoda @solana Bitcoiners have ascended.  They don’t fight with anyone and no one can fight them.  Bearish for ultrasound money,2024-12-16,0,10,chainyoda solana bitcoiners ascended dont fight fight bearish ultrasound money,0,106029.71875
234,toly 🇺🇸,"@jacobvcreech @alessandrod @vidor_solflare @brianlong @solana @triton_one @LighthouseProto Sure, account the estimated CU per byte.  But it should be the same if it’s 4txs using 4kb or 1 tx using 4kb.  If anything it should be cheaper.",2024-12-15,0,3,jacobvcreech alessandrod vidorsolflare brianlong solana tritonone lighthouseproto sure account estimated cu byte 4txs using 4kb 1 tx using 4kb cheaper,0,104298.6953125
235,toly 🇺🇸,@scupytrooples Every Ethereum discussion mentions solana though. https://t.co/myebcpH2DW,2024-12-15,1,23,scupytrooples ethereum discussion mentions solana httpstcomyebcph2dw,0,104298.6953125
236,toly 🇺🇸,@jacobvcreech @alessandrod @vidor_solflare @brianlong @solana @triton_one @LighthouseProto It’s just priority fees/tips and static block limits. It’s up to the validator to figure out economics.,2024-12-15,0,4,jacobvcreech alessandrod vidorsolflare brianlong solana tritonone lighthouseproto just priority feestips static block limits validator figure economics,0,104298.6953125
237,toly 🇺🇸,@vidor_solflare @brianlong @solana @triton_one @LighthouseProto Wen 3xTx @alessandrod,2024-12-15,0,7,vidorsolflare brianlong solana tritonone lighthouseproto wen 3xtx alessandrod,0,104298.6953125
238,toly 🇺🇸,@brianlong @solana @triton_one Would be cool if this was integrated with @LighthouseProto,2024-12-15,1,26,brianlong solana tritonone cool integrated lighthouseproto,1,104298.6953125
239,toly 🇺🇸,@JasonYanowitz So bridging via wormhole to ethereum L2s using solana wallets is easier than ethereum wallets and native bridges?,2024-12-15,8,58,jasonyanowitz bridging wormhole ethereum l2s using solana wallets easier ethereum wallets native bridges,1,104298.6953125
240,Chris Burniske,"@Mooster0 ETHBTC is in reference to BTC, not in reference to SOL",2024-12-15,0,7,mooster0 ethbtc reference btc reference sol,1,104298.6953125
241,Chris Burniske,"High odds this getting priced in is why $SOL has been underperforming for the last ~month. But as with all unlocks, we'll get through it.",2024-12-15,86,1156,high odds getting priced sol underperforming month unlocks,0,104298.6953125
242,toly 🇺🇸,"@llamaonthebrink Solana was built in 24 months with ~$23m if I recall correctly. Still had some left over by launch. 

Tbh, if I had more runway I would have prioritized the wrong things and made more mistakes.",2024-12-14,5,170,llamaonthebrink solana built 24 months 23m recall correctly left launch tbh runway prioritized wrong things mistakes,0,101372.96875
243,toly 🇺🇸,@chainyoda @iamDCinvestor @econoar I am an open source maximalist first.  I owe everything I’ve accomplished to the giants that came before me.  Competition will only make solana teams hustle harder.,2024-12-14,2,10,chainyoda iamdcinvestor econoar open source maximalist owe ive accomplished giants came competition make solana teams hustle harder,1,101372.96875
244,toly 🇺🇸,@chainyoda @iamDCinvestor @econoar What is even eth maximalism? An eth L1 rev maximalist should have purged the weak minded long ago.,2024-12-14,0,2,chainyoda iamdcinvestor econoar eth maximalism eth l1 rev maximalist purged weak minded long ago,-1,101372.96875
245,Kyle Samani,"@tamgros gave a great presentation on the Technical State of the Union of Solana, looking at the work that has been accomplished and what's left to do. We continue to believe that Solana's shipping culture is best in class. https://t.co/bkRV4PKt9G",2024-12-13,1,21,tamgros gave great presentation technical state union solana looking work accomplished whats left continue believe solanas shipping culture best class httpstcobkrv4pkt9g,0,101459.2578125
246,Kyle Samani,"@TusharJain_ 's fireside chat with @rajgokal was phenomenal! It was a thoughtful reflection on @solana's ascent this year, and an important reminder of the intangible strength of vision-aligned communities. https://t.co/x8UnPsnoTh",2024-12-13,0,22,tusharjain s fireside chat rajgokal phenomenal thoughtful reflection solanas ascent year important reminder intangible strength visionaligned communities httpstcox8unpsnoth,1,101459.2578125
247,Kyle Samani,Following @TusharJain_'s presentation he sat down with @buffalu__ @niteshnath and @jayantkrish to discuss the value capture design space for MEV in Solana. This conversation is going to become more relevant as crypto matures and moves up the stack. https://t.co/Vqa9Enoakr,2024-12-13,2,32,following tusharjains presentation sat buffalu niteshnath jayantkrish discuss value capture design space mev solana conversation going relevant crypto matures moves stack httpstcovqa9enoakr,0,101459.2578125
248,Kyle Samani,"In my opening remarks I covered the five most consequential trends of the year: the rise of Solana, stablecoins, DePIN, regulation, and the arrival of Wall Street. https://t.co/g483vWelU0",2024-12-13,86,745,opening remarks covered consequential trends year rise solana stablecoins depin regulation arrival wall street httpstcog483vwelu0,0,101459.2578125
249,toly 🇺🇸,@0xMert_ @Calhoun2rob @chainyoda Everything that isn’t solana is technically ethereum,2024-12-13,0,29,0xmert calhoun2rob chainyoda isnt solana technically ethereum,0,101459.2578125
250,Kyle Samani,@0xMert_ Actually ETH would be at 10k if you stopped posting lol,2024-12-13,0,10,0xmert actually eth 10k stopped posting lol,0,101459.2578125
251,toly 🇺🇸,"@optimizoor Solana is the ethereum under dog.  Since ethereum is also the under dog that makes solana the (under (under dog)) or top dog.  

QED 🎤",2024-12-13,0,15,optimizoor solana ethereum dog ethereum dog makes solana dog dog qed,-1,101459.2578125
252,toly 🇺🇸,@YupiG_Crypto @0xMert_ @jito_sol @buffalu__ If tx reliably lands in 1 slot then the slippage at implied 100x in 24h should be ~0.002%.  Would any memecoin trader object to 0.002% slippage per trade?,2024-12-12,0,3,yupigcrypto 0xmert jitosol buffalu tx reliably lands 1 slot slippage implied 100x 24h 0002 memecoin trader object 0002 slippage trade,0,100043.0
253,toly 🇺🇸,@YupiG_Crypto @0xMert_ @jito_sol @buffalu__ The only way is to have a closed market.  The current LP with an offer at X is prevented of changing their price before the trader executed.,2024-12-12,0,1,yupigcrypto 0xmert jitosol buffalu way closed market current lp offer x prevented changing price trader executed,0,100043.0
254,toly 🇺🇸,"@0xMert_ Imho, it would be dope if @jito_sol @buffalu__ could implement a rebate system that can converge at the market implied volatility price.  So a trader that sets slippage to 50% while the market implied is 15%, gets a rebate and protocol earns the 15%",2024-12-12,0,7,0xmert imho dope jitosol buffalu implement rebate converge market implied volatility price trader sets slippage 50 market implied 15 gets rebate protocol earns 15,0,100043.0
255,toly 🇺🇸,@ryanberckmans @Branche_SC @bacon_wassie @0xbraunguy Coin is Eth unburdened by what has been 🫡,2024-12-12,0,1,ryanberckmans branchesc baconwassie 0xbraunguy coin eth unburdened,0,100043.0
256,toly 🇺🇸,@bw_solana @apfitzge Not a terrible idea.,2024-12-12,0,2,bwsolana apfitzge terrible idea,-1,100043.0
257,toly 🇺🇸,"@bw_solana @apfitzge If blocks aren’t dropped, then what’s the problem pushing the limit?",2024-12-12,0,0,bwsolana apfitzge blocks arent dropped whats problem pushing limit,0,100043.0
258,toly 🇺🇸,@bw_solana @apfitzge Nah.  Sub 4% skip rate atm.,2024-12-12,0,1,bwsolana apfitzge nah sub 4 skip rate atm,0,100043.0
259,toly 🇺🇸,@HypoNyms @ShivanshuMadan @0xGhostLogs @jito_sol @0xMert_ Seems like the easiest fix is pools setting a dynamic fee == last minute measures volatility,2024-12-12,0,1,hyponyms shivanshumadan 0xghostlogs jitosol 0xmert like easiest fix pools setting dynamic fee minute measures volatility,0,100043.0
260,toly 🇺🇸,"@ShivanshuMadan @HypoNyms @0xGhostLogs @jito_sol @0xMert_ Instead of getting smacked 3% is the time, dapp devs would get smacked 100% of the time, and the smacking would make them hustle and ship the fixes faster.",2024-12-12,0,2,shivanshumadan hyponyms 0xghostlogs jitosol 0xmert instead getting smacked 3 time dapp devs smacked 100 time smacking make hustle ship fixes faster,0,100043.0
261,toly 🇺🇸,@ShivanshuMadan @HypoNyms @0xGhostLogs @jito_sol @0xMert_’s Helius validator hand caries your txs into the blockchain,2024-12-12,0,6,shivanshumadan hyponyms 0xghostlogs jitosol 0xmerts helius validator hand caries txs blockchain,-1,100043.0
262,toly 🇺🇸,@niteshnath @HypoNyms @0xGhostLogs Sol/usdc markets have lower volatility and higher fees.  The new problems stem from the 40k new coins created per day.  If a user expects a 10x in 24h my gut math check is that slippage has to be at least 6% (or fees in that market).  Basically 1 minute of implied volatility.,2024-12-12,0,1,niteshnath hyponyms 0xghostlogs solusdc markets lower volatility higher fees new problems stem 40k new coins created day user expects 10x 24h gut math check slippage 6 fees market basically 1 minute implied volatility,0,100043.0
263,toly 🇺🇸,"@HypoNyms @0xGhostLogs If it’s really $22b per year, capture all of it 🤷‍♂️ @jito_sol can turn on the mempool back, which would just accelerate development of p2p lanes.",2024-12-12,0,3,hyponyms 0xghostlogs really 22b year capture jitosol turn mempool just accelerate development p2p lanes,0,100043.0
264,Chris Burniske,"@SolanaLegend As someone who initially advocated for Solana to express its metrics in terms of capital efficiency to showcase its strengths I'm a believer. But nonetheless, volume and liquidity remain very different things.

Ethereum remains dominant in liquidity (for now).",2024-12-11,0,31,solanalegend initially advocated solana express metrics terms capital efficiency showcase strengths im believer nonetheless volume liquidity remain different things ethereum remains dominant liquidity,0,101173.03125
265,toly 🇺🇸,Where does all that state go that’s compressed by the boffins at @LightProtocol? It lives rent free in .eth heads.,2024-12-11,2,45,does state thats compressed boffins lightprotocol lives rent free eth heads,0,101173.03125
266,toly 🇺🇸,"@mteamisloading That statement is true for apps and users that don’t send their txs to validators that sandwich.  Solana is built for always letting the user pick who includes their txs.  

A bunch of memecoin bots have been built that don’t care and want the tx to trade even with 30% slippage.",2024-12-11,1,7,mteamisloading statement true apps users dont send txs validators sandwich solana built letting user pick includes txs bunch memecoin bots built dont care want tx trade 30 slippage,0,101173.03125
267,toly 🇺🇸,@colludingnode Base is totally fine.  100% of eth activity should move to base.,2024-12-10,0,7,colludingnode base totally fine 100 eth activity base,0,96675.4296875
268,Chris Burniske,@tokenterminal @solana @base @trondao @Uniswap @Ronin_Network @Aptos punching above its age,2024-12-10,1,14,tokenterminal solana base trondao uniswap roninnetwork aptos punching age,0,96675.4296875
269,raj 🖤,"""I'm taking my talents to solana""

get used to hearing these words",2024-12-10,108,1250,im taking talents solana used hearing words,0,96675.4296875
270,Santiago R Santos,@Lomashuk Polkadot has more ETH than the EF,2024-12-10,0,19,lomashuk polkadot eth ef,1,96675.4296875
271,toly 🇺🇸,I am really excited for @MaxResnick1 to actually bring the best of ethereum r&amp;d rigor to solana.  This cross pollination is going to accelerate the space for everyone.,2024-12-10,60,824,really excited maxresnick1 actually bring best ethereum rampd rigor solana cross pollination going accelerate space,1,96675.4296875
272,toly 🇺🇸,@robplust @smyyguy @ratedw3b @solana @SolanaFndn How much chain rev is reflexive of chain price? @smyyguy?,2024-12-09,0,1,robplust smyyguy ratedw3b solana solanafndn chain rev reflexive chain price smyyguy,-1,97432.71875
273,toly 🇺🇸,"@0xMert_ If someone builds a general purpose quantum computer to crack solana, then solana has created tremendous value for the world.",2024-12-09,1,41,0xmert builds general purpose quantum computer crack solana solana created tremendous value world,-1,97432.71875
274,toly 🇺🇸,@malleshpai @mteamisloading Ship mcl first on solana and drag ethereum forward kicking and screaming.,2024-12-09,0,5,malleshpai mteamisloading ship mcl solana drag ethereum forward kicking screaming,0,97432.71875
275,toly 🇺🇸,@toghrulmaharram @portport255 @zen_llama @0xMert_ @dankrad Still on eth classic I take it?,2024-12-09,0,4,toghrulmaharram portport255 zenllama 0xmert dankrad eth classic,0,97432.71875
276,toly 🇺🇸,"@portport255 @zen_llama @0xMert_ @dankrad The argument isn’t about the details, it’s philosophical.  Solana should scale as fast as possible regardless of hardware costs, because demand is a sigmoid, and hardware is an exponential.  Verification costs will drop simply because population growth can’t keep up with hardware",2024-12-09,0,10,portport255 zenllama 0xmert dankrad argument isnt details philosophical solana scale fast possible regardless hardware costs demand sigmoid hardware exponential verification costs drop simply population growth hardware,0,97432.71875
277,toly 🇺🇸,@dankrad @Crypt0Panda But I get so much benefit out of my solana node that $80/mo for sonic fiber pays for itself! https://t.co/n1H5wKCjlV,2024-12-09,1,9,dankrad crypt0panda benefit solana node 80mo sonic fiber pays httpstcon1h5wkcjlv,0,97432.71875
278,toly 🇺🇸,"@dankrad There is nothing solana needs to do for wormhole to push solana blocks to eth da with a proof of the state root and a way to change the sequencer so assets can exit in case solana validators censor.  It’s all purely external to solana mainnet validators.  

So as soon as it’s",2024-12-09,1,14,dankrad solana needs wormhole push solana blocks eth da proof state root way change sequencer assets exit case solana validators censor purely external solana mainnet validators soon,-1,97432.71875
279,toly 🇺🇸,@dankrad Solana is already an Ethereum L2 via the wormhole eigenlayer.,2024-12-09,1,15,dankrad solana ethereum l2 wormhole eigenlayer,0,97432.71875
280,toly 🇺🇸,"How far the mighty have fallen. Solana is built for raspberry pi version N+10, where N is the Ethereum version. https://t.co/GeVl1BxQHX",2024-12-09,4,71,far mighty fallen solana built raspberry pi version n10 n ethereum version httpstcogevl1bxqhx,0,97432.71875
281,Kyle Samani,@NTmoney Happy to structure a prop bet here. Let’s say $100k that ETH flips BTC by EOY 2026,2024-12-08,1,42,ntmoney happy structure prop bet lets say 100k eth flips btc eoy 2026,1,101236.015625
282,toly 🇺🇸,@ledgerstatus You didn’t get married in your solana swag?,2024-12-08,0,11,ledgerstatus didnt married solana swag,0,101236.015625
283,toly 🇺🇸,"@portport255 @tofushit888 @TrustlessState A single giant L2 with N atomically composable markets will have to deal with all the same challenges as solana L1.  Uniswap chain will be 1 chain for N markets, not N chains with 1 market each.",2024-12-08,0,4,portport255 tofushit888 trustlessstate single giant l2 n atomically composable markets deal challenges solana l1 uniswap chain 1 chain n markets n chains 1 market,-1,101236.015625
284,toly 🇺🇸,@mteamisloading Solana is also scaling ethereum apps.,2024-12-08,0,4,mteamisloading solana scaling ethereum apps,0,101236.015625
285,toly 🇺🇸,@connan_james @hosseeb @solana lol. Pray that all our enemies are podcasters.,2024-12-08,0,3,connanjames hosseeb solana lol pray enemies podcasters,0,101236.015625
286,Kyle Samani,"@jessepollak @CryptoGarga @base Base is not any more connected to Ethereum than Solana is

Both base and Solana have a bridge to move assets. Base and Solana compete directly with Ethereum for liquidity and state

The primary difference between base and Solana for the purposes of this conversation is the trust",2024-12-07,0,14,jessepollak cryptogarga base base connected ethereum solana base solana bridge assets base solana compete directly ethereum liquidity state primary difference base solana purposes conversation trust,0,99923.3359375
287,toly 🇺🇸,@CryptoGarga @jessepollak @base Bridge more eth to solana!  Same honest majority assumptions as any other L2.  I have absolutely no objections to eth being the best money on solana.,2024-12-07,12,232,cryptogarga jessepollak base bridge eth solana honest majority assumptions l2 absolutely objections eth best money solana,0,99923.3359375
288,Chris Burniske,"And if they do, it would make sense for SOL to run with ETH next.",2024-12-07,12,304,make sense sol run eth,1,99923.3359375
289,toly 🇺🇸,@joaomendoncaaaa Confirmation of what on a single box?  A centralized system that wants fault tolerant consistency has the same CAP issues as solana.,2024-12-07,0,2,joaomendoncaaaa confirmation single box centralized wants fault tolerant consistency cap issues solana,0,99923.3359375
290,toly 🇺🇸,@mteamisloading The difference between eth and solana launch is that I am a US citizen based in the US with kids.,2024-12-07,0,4,mteamisloading difference eth solana launch citizen based kids,0,99923.3359375
291,toly 🇺🇸,@mteamisloading Ironically a ton of the solana VCs were eth ico investors.  That’s how they made their fund.  So the distribution isn’t all that different.,2024-12-07,0,2,mteamisloading ironically ton solana vcs eth ico investors thats fund distribution isnt different,-1,99923.3359375
292,toly 🇺🇸,@mteamisloading Why didn’t you run a box for Tour De Sol?  It was easier to do that then get eth pre launch.,2024-12-07,0,5,mteamisloading didnt run box tour sol easier eth pre launch,0,99923.3359375
293,toly 🇺🇸,@jchaskin22 🙄🙄🙄 All you had to do to be a solana “insider” is run a box for TDS. It was easier to get sol pre launch then eth.,2024-12-07,2,22,jchaskin22 solana insider run box tds easier sol pre launch eth,0,99923.3359375
294,toly 🇺🇸,@mteamisloading @trentdotsol 🙄🙄🙄 solana was actually created by Satoshi.  She just did a better job covering up her tracks the second time around.,2024-12-07,0,6,mteamisloading trentdotsol solana actually created satoshi just did better job covering tracks second time,1,99923.3359375
295,toly 🇺🇸,@bw_solana The first 32 to arrive take the shortest route.,2024-12-07,0,7,bwsolana 32 arrive shortest route,0,99923.3359375
296,Chris Burniske,"@brian_armstrong @coinbase @solana Thanks, Brian - as a long-time user and shareholder, I'm confident Coinbase will get it right re: Solana.",2024-12-07,0,316,brianarmstrong coinbase solana thanks brian longtime user shareholder im confident coinbase right solana,0,99923.3359375
297,raj 🖤,"solana mfers will temporarily take a job at a company they don't want / need to work for just to fix some issues with solana support.

you can't compete with this. https://t.co/rIkE4yJgsm",2024-12-06,50,667,solana mfers temporarily job company dont want need work just fix issues solana support compete httpstcorike4yjgsm,0,99920.7109375
298,raj 🖤,"@emiliemc @cburniske @coinbase @brian_armstrong @solana here to help however possible, DM's open",2024-12-06,0,8,emiliemc cburniske coinbase brianarmstrong solana help possible dms open,0,99920.7109375
299,toly 🇺🇸,@ann_droo @KaeJhee @joemccann @coinbase @circle @solana @jerallaire @brian_armstrong @willums_ @rajgokal @Austin_Federa Happy too.  Not sure if it’s kosher with @brian_armstrong and corp rules.  Infra engineers always get slammed during the holidays. 🫡,2024-12-06,0,22,anndroo kaejhee joemccann coinbase circle solana jerallaire brianarmstrong willums rajgokal austinfedera happy sure kosher brianarmstrong corp rules infra engineers slammed holidays,1,99920.7109375
300,Santiago R Santos,"@0xGabriel_eth Suggest you compress that to 2 days. 
PTSD is useless",2024-12-06,0,1,0xgabrieleth suggest compress 2 days ptsd useless,0,99920.7109375
301,Chris Burniske,"@ann_droo @coinbase @brian_armstrong @solana Thank you - I've seen some of your responses on X and they're appreciated. Back in the day, I remember Coinbase was slow to support ETH, with Kraken supporting ETH for trading ~1 yr before Coinbase did iirc. I'm going to write this off as a similar situation, but I do think it's",2024-12-06,0,141,anndroo coinbase brianarmstrong solana thank ive seen responses x theyre appreciated day remember coinbase slow support eth kraken supporting eth trading 1 yr coinbase did iirc im going write similar situation think,1,99920.7109375
302,Chris Burniske,"I love @coinbase, and am super appreciative of the company's work to protect crypto at large, but @brian_armstrong you guys need to improve your @solana support. 

Reading balances, withdrawals, and deposits are painfully slow, if not buggy - not up to par w/ Coinbase quality.",2024-12-06,137,2201,love coinbase super appreciative companys work protect crypto large brianarmstrong guys need improve solana support reading balances withdrawals deposits painfully slow buggy par w coinbase quality,0,99920.7109375
303,toly 🇺🇸,eTh iS MonEy,2024-12-06,8,110,eth money,0,99920.7109375
304,toly 🇺🇸,@breadstackr @NTmoney eTh iS MonEY,2024-12-06,1,11,breadstackr ntmoney eth money,0,99920.7109375
305,toly 🇺🇸,@NFTtaylor @coinbase @ann_droo .@ViktorBunin the message should say “solana is too fast right now”,2024-12-06,1,8,nfttaylor coinbase anndroo viktorbunin message say solana fast right,0,99920.7109375
306,toly 🇺🇸,@7LayerMagik @bw_solana @PressieMoonBoy @0xMert_ Depends 🤷‍♂️,2024-12-06,0,5,7layermagik bwsolana pressiemoonboy 0xmert depends,0,99920.7109375
307,toly 🇺🇸,@7LayerMagik @bw_solana @PressieMoonBoy @0xMert_ They just want to see what breaks if anything with a small change.  Then they can double it.,2024-12-06,0,7,7layermagik bwsolana pressiemoonboy 0xmert just want breaks small change double,0,99920.7109375
